funcid,dim,milestone,error
23,30,1,5.760650e+03
23,30,2,5.634088e+03
23,30,3,5.634088e+03
23,30,5,5.571114e+03
23,30,10,5.562923e+03
23,30,20,5.530487e+03
23,30,30,5.490688e+03
23,30,40,5.490688e+03
23,30,50,5.463520e+03
23,30,60,5.463520e+03
23,30,70,5.463520e+03
23,30,80,5.454812e+03
23,30,90,5.454812e+03
23,30,100,5.454812e+03
