funcid,dim,milestone,error
12,30,1,2.948819e+10
12,30,2,2.916283e+10
12,30,3,2.916283e+10
12,30,5,2.916201e+10
12,30,10,2.914833e+10
12,30,20,2.914585e+10
12,30,30,2.912912e+10
12,30,40,2.912912e+10
12,30,50,2.912912e+10
12,30,60,2.912912e+10
12,30,70,2.912485e+10
12,30,80,2.912485e+10
12,30,90,2.912485e+10
12,30,100,2.912485e+10
